Category,Language,Business Name,Phone #,Phone # 2,Website,Site Rating,Reviews,Rating,Owner First Name,Owner Last Name,Owners Cel #,Owners Phone #,Personal Email,Business Email,Owner Social Media,Owner Social Media 2,Instagram,Facebook,Linkedin,Business Address,City,County,State,Google Link,Plus Code,Source
Tile contractor,,Boston Tile and Marble,(781) 318-8132,,,,,,,,,,,,,,,,,"146 Main St, Pepperell, MA 01463",Pepperell,MIDDLESEX,MA,,"MC8G+G5 Pepperell, Massachusetts",Google Maps
Tile contractor,,Ability Tile Plus,(781) 353-8675,,abilitytileplus.com,,,,,,,,,,,,,,,"73 Heritage Ln, Leominster, MA 01453",Leominster,WORCESTER,MA,,"H752+4G Leominster, Massachusetts",Google Maps
Art studio,,Tiny Tile Mosaics,+1 340-228-4977,,tinytilemosaics.com,,68,5.0,,,,,,,,,,,,"37 Central Square, Chelmsford, MA 01824",Chelmsford,MIDDLESEX,MA,,"HJWX+C8 Chelmsford, Massachusetts",Google Maps
Tile contractor,,Tile Professional Design,(203) 414-9255,,,,4,4.0,,,,,,,,,,,,"1530 Green District Blvd, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8C9C+98 Marlborough, Massachusetts",Google Maps
Flooring contractor,,Stephen's Custom Floor Covering,(978) 362-3090,,stephenscustomfloors.com,,16,4.5,,,,,,,,,,,,"630 Boston Rd, Billerica, MA 01821",Billerica,MIDDLESEX,MA,,"GPVW+HQ Billerica, Massachusetts",Google Maps
Flooring store,,Floor & Decor,(781) 464-3550,,flooranddecor.com,,97,4.2,,,,,,,,,,,,"80 2nd Ave, Waltham, MA 02451",Waltham,MIDDLESEX,MA,,"9PVP+MJ Waltham, Massachusetts",Google Maps
Tile store,,United Tile America,(617) 926-3585,,unitedtileamerica.com,,44,4.9,,,,,,,,,,,,"222 Arsenal St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9R7G+RM Watertown, Massachusetts",Google Maps
Marble supplier,,Watertown Tile,(617) 926-7200,,watertowntile.com,,38,4.3,,,,,,,,,,,,"660 Arsenal St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9R7X+25 Watertown, Massachusetts",Google Maps
Tile store,,Roma Tile,(617) 926-5800,,romatile.com,,56,4.8,,,,,,,,,,,,"400 Arsenal St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9R7P+GR Watertown, Massachusetts",Google Maps
Tile store,,Tile International,(781) 899-8286,,tiboston.com,,11,4.9,,,,,,,,,,,,"319 Waverley Oaks Rd, Waltham, MA 02452",Waltham,MIDDLESEX,MA,,"9QPV+7J Waltham, Massachusetts",Google Maps
Tile store,,Tile Showcase,(617) 926-1100,,tileshowcase.com,,31,4.3,,,,,,,,,,,,"204 Arsenal St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9R7G+V8 Watertown, Massachusetts",Google Maps
Flooring contractor,,Tile Excellence,(781) 290-6000,,tileexcellence.com,,19,4.8,,,,,,,,,,,,"48 Linwood St, Medford, MA 02155",Medford,MIDDLESEX,MA,,"CWC6+35 Medford, Massachusetts",Google Maps
Flooring store,,Floor & Decor,(781) 417-1024,,flooranddecor.com,,303,4.2,,,,,,,,,,,,"180 Main St, Saugus, MA 01906",Saugus,ESSEX,MA,,"FX7F+W2 Saugus, Massachusetts",Google Maps
Tile store,,Floor & Decor,(617) 924-8453,,lafaucitile.com,,36,4.7,,,,,,,,,,,,"432 Main St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9RC4+44 Watertown, Massachusetts",Google Maps
Tile store,,LaFauci Tile and Marble,(617) 924-8453,,lafaucitile.com,,36,4.7,,,,,,,,,,,,"432 Main St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9RC4+44 Watertown, Massachusetts",Google Maps
Tile store,,The Tile Shop,(857) 304-2729,,tileshop.com,,27,4.4,,,,,,,,,,,,"36 Arlington St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9R7W+C6 Watertown, Massachusetts",Google Maps
Building materials supplier,,Tony's Imported Tile,(781) 438-5790,,tonysimportedtile.com,,68,4.7,,,,,,,,,,,,"607 Main St, Stoneham, MA 02180",Stoneham,MIDDLESEX,MA,,"FV8X+MM Stoneham, Massachusetts",Google Maps
Tile contractor,,S & W Tile,(617) 785-5128,,sandwtile.com,,60,5.0,,,,,,,,,,,,"114 Goldencrest Ave, Waltham, MA 02451",Waltham,MIDDLESEX,MA,,"CPCQ+9F Waltham, Massachusetts",Google Maps
Tile store,,"Daltile, Marazzi Sales Service Center",(781) 932-6622,,locations.daltile.com,,15,4.3,,,,,,,,,,,,"80 B Commerce Way, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV77+6P Woburn, Massachusetts",Google Maps
Tile contractor,,Northern Tile Works,(617) 271-0314,,northerntileworks.com,,28,5.0,,,,,,,,,,,,"84 Pond St, Stoneham, MA 02180",Stoneham,MIDDLESEX,MA,,"FW93+X2 Stoneham, Massachusetts",Google Maps
Tile contractor,,Aguirre Modern Tile (AMT),(617) 766-1259,,aguirremoderntile.com,,61,4.9,,,,,,,,,,,,"106 Pemberton St, Revere, MA 02151",Revere,SUFFOLK,MA,,"CXGM+W8 Revere, Massachusetts",Google Maps
Tile contractor,,Pereira Tile,(774) 228-8392,,pereiratile.com,,2,5.0,,,,,,,,,,,,"23 Oak St, Winchester, MA 01890",Winchester,MIDDLESEX,MA,,"FV59+8H Winchester, Massachusetts",Google Maps
Tile contractor,,"Blue Eagle Tile Co, Inc",(978) 942-1500,,blueeagleco.com,,9,5.0,,,,,,,,,,,,"135 Ward St, Revere, MA 02151",Revere,SUFFOLK,MA,,"CXGV+57 Revere, Massachusetts",Google Maps
Countertop contractor,,Interior Stone & Tile,(781) 893-6900,,interiorstone.net,,7,4.3,,,,,,,,,,,,"187 Lexington St, Waltham, MA 02452",Waltham,MIDDLESEX,MA,,"9QM7+4H Waltham, Massachusetts",Google Maps
Tile contractor,,L&H tile,(857) 880-7662,,lhtile.com,,5,5.0,,,,,,,,,,,,"98 Swan St, Everett, MA 02149",Everett,MIDDLESEX,MA,,"CW7V+96 Everett, Massachusetts",Google Maps
Home goods store,,Tile in Style,(617) 916-2792,,tileinstylestore.com,,30,4.6,,,,,,,,,,,,"50 Winchester St, Newton, MA 02461",Newton Highlands,MIDDLESEX,MA,,"8Q9R+7Q Newton, Massachusetts",Google Maps
Home improvement store,,ProSource of Boston,(781) 202-6707,,prosourcewholesale.com,,26,4.1,,,,,,,,,,,,"20 Commerce Way, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV48+RW Woburn, Massachusetts",Google Maps
Tile contractor,,JP Tile Installation Corp,(617) 959-9362,,jptileinstallationcorp.net,,7,5.0,,,,,,,,,,,,"27 Carleton St, Revere, MA 02151",Revere,SUFFOLK,MA,,"CX8V+WG Revere, Massachusetts",Google Maps
Tile store,,PORCELANOSA Boston,(617) 963-7666,,porcelanosa.com,,,5.0,,,,,,,,,,,,"17 Drydock Ave Suite 120W, Boston, MA 02210",Boston,SUFFOLK,MA,,"8XV8+QW Boston, Massachusetts",Google Maps
Flooring store,,A.J. Rose Carpets & Flooring,(339) 444-0777,,ajrosecarpets.com,,210,4.7,,,,,,,,,,,,"30 Broadway 1 S, Lynnfield, MA 01940",Lynnfield,ESSEX,MA,,"GX3M+GW Lynnfield, Massachusetts",Google Maps
Tile store,,PORCELANOSA Chestnut Hill,(617) 608-0167,,porcelanosa-usa.com,,11,3.7,,,,,,,,,,,,"55 Boylston St, Chestnut Hill, MA 02467",Chestnut Hill,MIDDLESEX,MA,,"8RCH+WV Chestnut Hill, Newton, MA",Google Maps
Tile store,,Tiles Plus More Inc,(508) 653-4252,,tilesplusmore.com,,99,4.5,,,,,,,,,,,,"309 Worcester St, Natick, MA 01760",Natick,MIDDLESEX,MA,,"8M37+52 Natick, Massachusetts",Google Maps
Tile store,,Tony's warehouse,,,,,,5.0,,,,,,,,,,,,"85 Maple St, Stoneham, MA 02180",Stoneham,MIDDLESEX,MA,,"FVHR+JQ Stoneham, Massachusetts",Google Maps
Tile contractor,,Pro Tile Distributers,(781) 305-3023,,prospecllc.com,,4,4.5,,,,,,,,,,,,"10 Atlantic Ave, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV86+Q3 Woburn, Massachusetts",Google Maps
Tile contractor,,Tony & Son Tile,(781) 397-9850,,,,,5.0,,,,,,,,,,,,"48 Haynes St, Boston, MA 02128",Boston,SUFFOLK,MA,,"9X87+H4 Boston, Massachusetts",Google Maps
Tile store,,Eye Tile,(617) 620-0462,,,,,,,,,,,,,,,,,"190R Washington St, Boston, MA 02108",Boston,SUFFOLK,MA,,,Google Maps
Tile contractor,,Associated Stone & Tile Installers,(781) 893-7041,,astiboston.com,,4,3.8,,,,,,,,,,,,"99 Hammond St, Waltham, MA 02451",Waltham,MIDDLESEX,MA,,"9QH3+WC Waltham, Massachusetts",Google Maps
Tile contractor,,Tile Luz,(857) 251-1573,,tileluz.com,,6,5.0,,,,,,,,,,,,"2 Linden St, Reading, MA 01867",Reading,MIDDLESEX,MA,,"GVFV+5P Reading, Massachusetts",Google Maps
Flooring contractor,,Discover Tile LLC,(617) 330-7900,,,,,,,,,,,,,,,,,"1 Design Center Pl #206, Boston, MA 02210",Boston,SUFFOLK,MA,,"8XV8+MW Boston, Massachusetts",Google Maps
Flooring store,,Paris Ceramics,(617) 261-9736,,parisceramicsusa.com,,,,,,,,,,,,,,,"500 Harrison Ave, Boston, MA 02118",Boston,SUFFOLK,MA,,"8WRM+RJ Boston, Massachusetts",Google Maps
Building materials store,,United Distributors Tile Group,(781) 933-0720,,,,,5.0,,,,,,,,,,,,"110 Commerce Way # 1, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV86+39 Woburn, Massachusetts",Google Maps
Flooring contractor,,Boston Sunshine Floors inc,(857) 302-3677,,bostonsunshinefloors.com,,34,5.0,,,,,,,,,,,,"150 Spruce St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9R8J+GR Watertown, Massachusetts",Google Maps
Construction company,,WALuxury tiles,(774) 204-3470,,waluxurytiles.com,,2,5.0,,,,,,,,,,,,"8 Whittier Pl APT 9J, Boston, MA 02114",Boston,SUFFOLK,MA,,"9W8M+F4 Boston, Massachusetts",Google Maps
Flooring contractor,,Daniel's Tile,(508) 383-3949,,danielstile.com,,2,5.0,,,,,,,,,,,,"136 Perkins St, Somerville, MA 02145",Somerville,MIDDLESEX,MA,,"9WP8+5R Somerville, Massachusetts",Google Maps
Building materials store,,Forever Tile,(978) 371-1256,,,,12,4.6,,,,,,,,,,,,"45 Commonwealth Ave, Concord, MA 01742",Concord,MIDDLESEX,MA,,"FJ44+HH Concord, Massachusetts",Google Maps
Carpet store,,Mal Elfman's of Waltham Inc,(781) 899-9400,,elfmans.com,,28,4.5,,,,,,,,,,,,"417 Moody St, Waltham, MA 02453",Waltham,MIDDLESEX,MA,,"9Q96+JX Waltham, Massachusetts",Google Maps
Manufacturer,,Artaic - Innovative Mosaic,(617) 418-1928,,artaic.com,,,,,,,,,,,,,,,"465 Medford St Suite 101, Charlestown, MA 02129",Charlestown,SUFFOLK,MA,,"9WMJ+PJ Charlestown, Boston, MA",Google Maps
Flooring store,,NORTHSTAR Hardwood Floors & Tile Services,(781) 816-3839,,,,,,,,,,,,,,,,,"176 Forest St, Saugus, MA 01906",Saugus,ESSEX,MA,,"FXJF+G6 Saugus, Massachusetts",Google Maps
Tile store,,National Tile,(978) 664-3165,,nationaltile.com,,39,4.6,,,,,,,,,,,,"330 Main St, North Reading, MA 01864",North Reading,MIDDLESEX,MA,,"HVXH+5H North Reading, Massachusetts",Google Maps
Flooring store,,Anthony's Hardwood Floors Sanding/Installating,(857) 210-3647,,anthonyshardwoodfloorsma.com,,,5.0,,,,,,,,,,,,"1 Malden St, Revere, MA 02151",Revere,SUFFOLK,MA,,"CX8R+GF Revere, Massachusetts",Google Maps
Tile contractor,,Danny's tile,(781) 534-4133,,,,,,,,,,,,,,,,,"30 Princeton Rd, Malden, MA 02148",Malden,MIDDLESEX,MA,,"CWQW+29 Malden, Massachusetts",Google Maps
Tile contractor,,Pro Tile Plus,(781) 816-3414,,protileplus.com,,5,5.0,,,,,,,,,,,,"180 Bartholomew St, Peabody, MA 01960",Peabody,ESSEX,MA,,"G25J+87 Peabody, Massachusetts",Google Maps
Carpet store,,Carpet Trades LLC,(781) 662-0062,,carpettrades.com,,2,5.0,,,,,,,,,,,,"177 W Foster St, Melrose, MA 02176",Melrose,MIDDLESEX,MA,,"FW4J+7C Melrose, Massachusetts",Google Maps
Distribution service,,"UCX Northeast, formerly The Belknap White Group",(800) 283-7500,,ucxflooring.com,,20,4.3,,,,,,,,,,,,"10 Atlantic Ave, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV85+VR Woburn, Massachusetts",Google Maps
Tile contractor,,Brothers Tile & Masonry,(617) 583-5758,,,,,,,,,,,,,,,,,"6 Liberty Sq #2070, Boston, MA 02109",Boston,SUFFOLK,MA,,"9W5V+6W Boston, Massachusetts",Google Maps
Tile contractor,,loch tile installation,(781) 504-3895,,lochtile.com,,,,,,,,,,,,,,,"250 Vine St #1R, Everett, MA 02149",Everett,MIDDLESEX,MA,,,Google Maps
Flooring contractor,,Vu's Tile & Floor Installation Services,(617) 892-5916,,vutilefloorma.com,,4,4.8,,,,,,,,,,,,"8 Allston St, Dorchester, MA 02124",Boston,SUFFOLK,MA,,"7WRM+R5 Dorchester, Boston, MA",Google Maps
Flooring store,,Bradford Floor & Home,(781) 231-2955,,bradfordfloorandhome.com,,53,4.6,,,,,,,,,,,,"216 Newbury St, Peabody, MA 01960",Peabody,ESSEX,MA,,"G2W7+CP Peabody, Massachusetts",Google Maps
Plumbing supply store,,KOHLER Signature Store by Supply New England,(781) 365-0168,,kohlersignaturestoreburlington.com,,54,4.7,,,,,,,,,,,,"19 3rd Ave, Burlington, MA 01803",Burlington,MIDDLESEX,MA,,"FQPG+X8 Burlington, Massachusetts",Google Maps
Flooring store,,Floor & Decor,(508) 925-1034,,flooranddecor.com,,24,4.5,,,,,,,,,,,,"420 Boston Turnpike Bld 1, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"77GF+25 Shrewsbury, Massachusetts",Google Maps
Tile store,,GENROSE Stone and Tile | Burlington MA,(781) 365-0313,,genrose.com,,14,5.0,,,,,,,,,,,,"103 Terrace Hall Ave, Burlington, MA 01803",Burlington,MIDDLESEX,MA,,"FQWG+G2 Burlington, Massachusetts",Google Maps
Countertop store,,Absolute Tile Marble & Cabinets,(978) 369-3055,,absolutetilemarbleandcabinets.com,,49,4.9,,,,,,,,,,,,"583 Massachusetts Ave, Acton, MA 01720",Acton,MIDDLESEX,MA,,"FGGG+H6 Acton, Massachusetts",Google Maps
Tile store,,DJ Tiles,(508) 251-1269,,djtiles.com,,74,4.8,,,,,,,,,,,,"785 Boston Post Rd E, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"9G22+4J Marlborough, Massachusetts",Google Maps
Tile store,,The Tile Shop,(508) 433-1722,,tileshop.com,,54,4.5,,,,,,,,,,,,"1290 Worcester St, Natick, MA 01760",Natick,MIDDLESEX,MA,,"7JX8+8V Natick, Massachusetts",Google Maps
Bathroom supply store,,Foley & Sons Floor & Tile - The Faucetorium,(978) 897-6787,,foleyandsonsfaucetorium.com,,22,4.9,,,,,,,,,,,,"161 Main St, Maynard, MA 01754",Maynard,MIDDLESEX,MA,,"CGJR+C9 Maynard, Massachusetts",Google Maps
Tile store,,A&B Marble Design,(781) 648-6400,,abmarbledesign.com,,41,5.0,,,,,,,,,,,,"1071 Massachusetts Ave, Arlington, MA 02476",Arlington,MIDDLESEX,MA,,"CRCH+FM Arlington, Massachusetts",Google Maps
Flooring store,,Post Road Carpet One Floor & Home,(978) 393-1315,,postroadcarpetoneacton.com,,81,4.9,,,,,,,,,,,,"141 Great Rd, Acton, MA 01720",Acton,MIDDLESEX,MA,,"FHJP+P7 Acton, Massachusetts",Google Maps
Flooring store,,Fitzgerald Tile,(781) 935-7821,,fitzgeraldtile.com,,74,4.6,,,,,,,,,,,,"29 Concord St, North Reading, MA 01864",North Reading,MIDDLESEX,MA,,"HV7F+7G North Reading, Massachusetts",Google Maps
Flooring store,,Ideal Tile,(617) 559-0303,,idealtileboston.com,,17,4.8,,,,,,,,,,,,"210 Highland Ave, Needham, MA 02494",Needham Heights,NORFOLK,MA,,"8Q3H+MQ Needham, Massachusetts",Google Maps
Home improvement store,,The Home Depot,(781) 672-0900,,homedepot.com,,1279,4.1,,,,,,,,,,,,"100 1st Ave, Waltham, MA 02451",Waltham,MIDDLESEX,MA,,"9PVJ+6P Waltham, Massachusetts",Google Maps
Tile store,,Nemo Tile & Stone,(781) 315-6540,,nemotile.com,,2,5.0,,,,,,,,,,,,"35 Industrial Pkwy, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV45+MF Woburn, Massachusetts",Google Maps
Flooring store,,Floor & Decor,(617) 514-5550,,flooranddecor.com,,101,4.4,,,,,,,,,,,,"725 Morrissey Blvd, Dorchester, MA 02122",Boston,SUFFOLK,MA,,"7XW2+H3 Dorchester, Boston, MA",Google Maps
Flooring store,,A.J. Rose Carpets & Flooring,(781) 730-2242,,ajrosecarpets.com,,306,4.7,,,,,,,,,,,,"136 Cambridge St, Burlington, MA 01803",Burlington,MIDDLESEX,MA,,"GR34+J2 Burlington, Massachusetts",Google Maps
Home improvement store,,The Home Depot,(617) 926-0299,,homedepot.com,,1801,3.8,,,,,,,,,,,,"615 Arsenal St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9R6V+RH Watertown, Massachusetts",Google Maps
Flooring store,,Boston Floor Covering,(617) 221-3266,,bostonfloorcovering.com,,17,4.8,,,,,,,,,,,,"629 Main St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9QFW+CP Watertown, Massachusetts",Google Maps
Tile store,,Art of Tile & Stone LLC,(781) 235-8453,,artoftileandstone.com,,11,5.0,,,,,,,,,,,,"326B, Washington St, Wellesley, MA 02481",Wellesley Hills,NORFOLK,MA,,"8P6F+5H Wellesley, Massachusetts",Google Maps
Flooring store,,Roma Tile,(978) 486-0042,,romatile.com,,11,4.9,,,,,,,,,,,,"164 Ayer Rd, Littleton, MA 01460",Littleton,MIDDLESEX,MA,,"GFXG+3V Littleton, Massachusetts",Google Maps
Tile store,,DiFlumeri Tile,(617) 387-8754,,diflumeritile.com,,13,5.0,,,,,,,,,,,,"45 Ferry St, Everett, MA 02149",Everett,MIDDLESEX,MA,,"CX43+64 Everett, Massachusetts",Google Maps
Tile contractor,,Artistic Tile & Design Inc,(508) 868-3320,,artistictilema.com,,21,4.9,,,,,,,,,,,,"120 Worcester St, Natick, MA 01760",Natick,MIDDLESEX,MA,,"8M39+8H Natick, Massachusetts",Google Maps
Tile contractor,,Doctor Tile Inc.,(781) 782-2537,,doctortileinc.com,,7,5.0,,,,,,,,,,,,"16 Prospect St, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"FVH2+F9 Woburn, Massachusetts",Google Maps
General contractor,,K&A Remodel and tile installer corp,(857) 654-6690,,kandatilecorporation.com,,12,4.9,,,,,,,,,,,,"282 Moody St unit 401, Waltham, MA 02453",Waltham,MIDDLESEX,MA,,"9QC7+F9 Waltham, Massachusetts",Google Maps
Floor refinishing service,,Sir Grout of Greater Boston,(781) 899-0388,,sirgroutboston.com,,52,4.8,,,,,,,,,,,,"15 Main St #255, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9R88+74 Watertown, Massachusetts",Google Maps
Tile store,,The Tile Shop,(774) 214-4393,,tileshop.com,,87,4.4,,,,,,,,,,,,"476 Boston Turnpike, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"77GH+9V Shrewsbury, Massachusetts",Google Maps
Home improvement store,,The Home Depot,(508) 357-2223,,homedepot.com,,830,4.3,,,,,,,,,,,,"701 Boston Post Rd E, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8FXX+G5 Marlborough, Massachusetts",Google Maps
Flooring store,,Floors To The Trade,(508) 561-4272,,floorstothetrade.com,,10,4.1,,,,,,,,,,,,"1276 C Worcester St, Natick, MA 01760",Natick,MIDDLESEX,MA,,"7JX9+7G Natick, Massachusetts",Google Maps
Carpet store,,Boston Carpet Tile Outlet,(617) 767-9639,,bostoncarpettile.com,,8,4.5,,,,,,,,,,,,"680 Worcester Rd, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HXG+66 Framingham, Massachusetts",Google Maps
Home improvement store,,The Home Depot,(508) 647-9600,,homedepot.com,,1351,4.2,,,,,,,,,,,,"339 Speen St, Natick, MA 01760",Natick,MIDDLESEX,MA,,"8J49+PC Natick, Massachusetts",Google Maps
Tile contractor,,R and R Tile and Carpet Company,(508) 375-8458,,,,15,4.7,,,,,,,,,,,,"14 Hastings St, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8CXV+5F Marlborough, Massachusetts",Google Maps
Flooring contractor,,S & R Carpet & Floors,(978) 540-8540,,sandrfloors.com,,127,5.0,,,,,,,,,,,,"434 Littleton Rd, Westford, MA 01886",Westford,MIDDLESEX,MA,,"GGXP+X9 Westford, Massachusetts",Google Maps
Flooring store,,Westford Custom Floors,(978) 692-4897,,westfordcustomfloors.com,,27,4.4,,,,,,,,,,,,"254 Littleton Rd, Westford, MA 01886",Westford,MIDDLESEX,MA,,"HH57+GV Westford, Massachusetts",Google Maps
Home improvement store,,The Home Depot,(617) 623-0001,,homedepot.com,,1868,4.1,,,,,,,,,,,,"75 Mystic Ave, Somerville, MA 02145",Somerville,MIDDLESEX,MA,,"9WQC+X3 Somerville, Massachusetts",Google Maps
Flooring contractor,,Vitoria Marble & Tile,(857) 888-1652,,,,2,3.0,,,,,,,,,,,,"78 Mill St #7, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"FVRJ+CC Woburn, Massachusetts",Google Maps
Flooring store,,Orazio Tile & Flooring Boutique,(781) 722-7011,,oraziotile.com,,,,,,,,,,,,,,,"742 Main St, Winchester, MA 01890",Winchester,MIDDLESEX,MA,,"FV56+2C Winchester, Massachusetts",Google Maps
Bathroom remodeler,,DP Group Renovation & Tile,(508) 456-9004,,dpgrouprenovationinc.com,,49,5.0,,,,,,,,,,,,"25 Colpitts Rd Box 452, Weston, MA 02493",Weston,MIDDLESEX,MA,,"9M8W+87 Weston, Massachusetts",Google Maps
Tile store,,Tile Showcase,(617) 426-6515,,tileshowcase.com,,,2.0,,,,,,,,,,,,"1 Design Center Pl Suite 204, Boston, MA 02210",Boston,SUFFOLK,MA,,"8XV8+MW Boston, Massachusetts",Google Maps
Tile contractor,,Diagostino Tile & Marble Co,,,,,,5.0,,,,,,,,,,,,"93 Drake Rd, Burlington, MA 01803",Burlington,MIDDLESEX,MA,,"GR98+9F Burlington, Massachusetts",Google Maps
Home improvement store,,The Home Depot,(781) 944-6423,,homedepot.com,,970,4.2,,,,,,,,,,,,"60 Walkers Brook Dr, Reading, MA 01867",Reading,MIDDLESEX,MA,,"GW95+VM Reading, Massachusetts",Google Maps
Tile contractor,,Instyle Kitchens and Bathrooms,(774) 203-3643,,,,2,5.0,,,,,,,,,,,,"200 E Main St Unit D, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"9F37+25 Marlborough, Massachusetts",Google Maps
Tile contractor,,Extra Tile Solutions,(774) 540-0588,,,,4,5.0,,,,,,,,,,,,"53 Phelps St, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8FWF+VG Marlborough, Massachusetts",Google Maps
Tile store,,Soho Tile,(617) 894-6234,,eurolineboston.com,,,,,,,,,,,,,,,"1208A VFW Pkwy Suite 103A, Boston, MA 02132",West Roxbury,SUFFOLK,MA,,"7RHH+QW Boston, Massachusetts",Google Maps
General contractor,,BC Tile Creations,(978) 310-9306,,,,24,5.0,,,,,,,,,,,,"245 Boston Post Rd E APT 11, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8FXH+JG Marlborough, Massachusetts",Google Maps
Tile contractor,,Luce Brothers Floor Covering,(508) 485-1922,,lucebrothersfloorcovering.com,,22,5.0,,,,,,,,,,,,"505 Boston Post Rd W # H, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"89PW+FH Marlborough, Massachusetts",Google Maps
Tile store,,Best Tile Shrewsbury,(508) 842-0178,,besttile.com,,66,4.7,,,,,,,,,,,,"900 Boston Turnpike, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"78H9+G7 Shrewsbury, Massachusetts",Google Maps
Flooring contractor,,AJ Flooring & Tile,(774) 513-0289,,ajflooringtile.com,,29,4.9,,,,,,,,,,,,"51 Robin Rd, Westborough, MA 01581",Westborough,WORCESTER,MA,,"79HH+2X Westborough, Massachusetts",Google Maps
