Category,Language,Business Name,Phone #,Phone # 2,Website,Site Rating,Reviews,Rating,Owner First Name,Owner Last Name,Owners Cel #,Owners Phone #,Personal Email,Business Email,Owner Social Media,Owner Social Media 2,Instagram,Facebook,Linkedin,Business Address,City,County,State,Google Link,Plus Code,Source,Email
Window supplier,,Vineyard Home Center,(508) 693-3227,,vineyardhomecenter.com,,25,4.4,,,,,,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,,,,https://www.facebook.com/121567284559319,,"454 State Rd, Vineyard Haven, MA 02568",Vineyard Haven,DUKES,MA,,"C9WM+23 Vineyard Haven, Tisbury, MA",Google Maps
Painter,,Ulta Home,(978) 310-1107,,ultahome.com,,105,5.0,,,,,,Log-White@1200x.png,,,https://www.instagram.com/ultahome/,https://web.facebook.com/ultahomema,https://www.linkedin.com/company/ultahome,"60 Pleasant St Suite 10D, Ashland, MA 01721",Ashland,MIDDLESEX,MA,,"7G6J+C3 Ashland, Massachusetts",Google Maps
Tile contractor,,"Innovation Tile, Inc",(978) 987-0150,,innovationtileinc.com,,6,5.0,,,,,,inn.tiledesign@gmail.com,,,https://www.instagram.com/innovationtile__/,https://www.facebook.com/mcdonaldshappymealphilippines/,,"46 N Shore Ave, Danvers, MA 01923",Danvers,ESSEX,MA,,"G3VQ+87 Danvers, Massachusetts",Google Maps
Carpet store,,Carpet Lover Plus Inc,(508) 278-5657,,carpetloverplus.com,,30,4.4,,,,,,,,,,,,"640 Douglas St, Uxbridge, MA 01569",Uxbridge,WORCESTER,MA,,"387J+75 Uxbridge, Massachusetts",Google Maps
Flooring contractor,,Superior Hardwood Floors,(781) 944-5826,,,,10,5.0,,,,,,,,,,https://www.facebook.com/SuperiorHardwood/,,"19 Winter St, Reading, MA 01867",Reading,MIDDLESEX,MA,,,Google Maps
Home improvement store,,The Home Depot,(617) 442-6110,,homedepot.com,,2007,4.0,,,,,,,,,,,,"5 Allstate Rd, Boston, MA 02125",Boston,SUFFOLK,MA,,"8WHP+5H Boston, Massachusetts",Google Maps
Carpet store,,Post Road Carpet,(508) 485-2227,,postroadcarpet.com,,42,4.6,,,,,,postroadcpt@gmail.com,,,,https://www.facebook.com/Post-Road-Carpet-Center-Marlborough-446474422111515/,,"782 Boston Post Rd E, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"9G22+GG Marlborough, Massachusetts",Google Maps
Flooring contractor,,Couple Hardwood Floors,(857) 253-1930,,couplehardwoodfloors.com,,6,5.0,,,,,,couple.ramirez@yahoo.com,,,,,,"591 Summer St, Lynn, MA 01905",Lynn,ESSEX,MA,,,Google Maps
Contractor,,Vidar Design Flooring,(508) 897-0252,,vidardesignflooring.com,,,,,,,,,,,,,https://www.facebook.com/fortewoodflooring/,,"55 Knapp Center #6B, Brockton, MA 02301",Brockton,PLYMOUTH,MA,,"3W3W+VJ Brockton, Massachusetts",Google Maps
Flooring contractor,,Gale Floor Covering,(413) 884-2578,,galefloorcovering.com,,,1.0,,,,,,,,,,https://www.facebook.com/galefc413/,,"28 E View Dr, Cheshire, MA 01225",Cheshire,BERKSHIRE,MA,,"HVP4+82 Cheshire, Massachusetts",Google Maps
Wood floor refinishing service,Russian,FLOORS-ARE-US INC,(857) 275-1766,,floors-are-us.com,,11,5.0,VOLODYMYR,HRYNCHUK,,,,Info@floorsareus.com,,,,,,"90 Fawcett St #116, Cambridge, MA 02138",Cambridge,MIDDLESEX,MA,,"9VR3+WJ Cambridge, Massachusetts",Google Maps
Wood floor refinishing service,Turkish,FLOORS-ARE-US INC,(857) 275-1766,,floors-are-us.com,,11,5.0,OLEKSANDR,SERDIUK,,,,Info@floorsareus.com,,,,,,"90 Fawcett St #116, Cambridge, MA 02138",Cambridge,MIDDLESEX,MA,,"9VR3+WJ Cambridge, Massachusetts",Google Maps
Flooring store,,A Plus Flooring Solutions,(508) 771-4290,,aplusflooringsolutions.com,,16,4.4,,,,,,info@aplusflooringsolutions.com,,,,https://www.facebook.com/APlusFlooringHyannisStore/,,"206 Barnstable Rd, Hyannis, MA 02601",Hyannis,BARNSTABLE,MA,,"MP58+G7 Hyannis, Barnstable, MA",Google Maps
Flooring contractor,,"Watertown Floor Covering, LLC",(781) 398-0033,,watertownfloor.com,,8,5.0,,,,,,watertownfloor@gmail.com,,,,,,"411 Waverley Oaks Rd #137, Waltham, MA 02452",Waltham,MIDDLESEX,MA,,"9QPX+Q8 Waltham, Massachusetts",Google Maps
Carpet store,,Lincoln Floor & Design,(774) 413-5434,,,,,,,,,,,,,,,https://www.facebook.com/p/Lincoln-Floor-Design-Inc-100067518683727/,,"17 Jan Sebastian Dr STE 9, Sandwich, MA 02563",Sandwich,BARNSTABLE,MA,,"PG98+JV Sandwich, Massachusetts",Google Maps
Flooring contractor,,Ray's Wood Floors,(617) 527-0996,,,,2,4.9,,,,,,,,,https://www.instagram.com/massfloor_supply/,https://www.facebook.com/MassFloorSupply/,,"12 Linscott Rd Suite D, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV45+CV Woburn, Massachusetts",Google Maps
Home goods store,,Touchdown Carpets,(508) 480-8552,,touchdowncarpet.com,,15,4.6,,,,,,,,,,,https://www.linkedin.com/in/rob-folan-56555228,"344 Boston Post Rd E, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8FXM+QG Marlborough, Massachusetts",Google Maps
Wood floor refinishing service,Danish,FLOORS-ARE-US INC,(857) 275-1766,,floors-are-us.com,,11,5.0,OLEKSANDR,LAPA,,,,Info@floorsareus.com,,,,,,"90 Fawcett St #116, Cambridge, MA 02138",Cambridge,MIDDLESEX,MA,,"9VR3+WJ Cambridge, Massachusetts",Google Maps
Flooring store,,Doyle Wood Flooring,(781) 584-7888,,doylewoodflooring.com,,4,5.0,,,,,,sales@doylewoodflooring.com,,,,https://www.facebook.com/cohassethalifax/,,"130 King St, Cohasset, MA 02025",Cohasset,NORFOLK,MA,,"65QF+3W Cohasset, Massachusetts",Google Maps
Tile store,,Tile By Design,(978) 750-6650,,tile-by-design.com,,31,4.5,,,,,,,,,https://www.instagram.com/tilebydesign/,https://www.facebook.com/tilebydesignshowroom/,,"5304, 120 Andover St #3, Danvers, MA 01923",Danvers,ESSEX,MA,,"H24M+72 Danvers, Massachusetts",Google Maps
Flooring store,,Stateline Flooring Supply,(781) 535-9697,,statelineflooring.com,,,,,,,,,,,,,,,"400 Tradecenter Dr Ste 5900, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"FRXQ+WC Woburn, Massachusetts",Google Maps
Flooring contractor,,Dupee Flooring,(413) 663-8936,,dupeeflooring.com,,5,5.0,,,,,,,,,,https://www.facebook.com/Dupee-Flooring-1800271540188847/,,"33 Orchard Hill Dr, North Adams, MA 01247",North Adams,BERKSHIRE,MA,,"MWR9+P7 North Adams, Massachusetts",Google Maps
Flooring store,,Century Carpet & Creative Floors Inc.,(978) 772-6300,,century-carpets.com,,41,4.8,,,,,,floors@century-carpets.com,,,,https://www.facebook.com/centurycarpetcreativefloors,,"21 Main St, Ayer, MA 01432",Ayer,MIDDLESEX,MA,,"HC56+VV Ayer, Massachusetts",Google Maps
Flooring store,,Central Floor Covering,(508) 943-0724,,centralfloorcovering.com,,20,4.8,,,,,,,,,https://instagram.com/centralfloorcovering,https://www.facebook.com/Palyinc257/,,"257 W Main St, Dudley, MA 01571",Dudley,WORCESTER,MA,,"23PH+8V Dudley, Massachusetts",Google Maps
Flooring store,,"Allied Flooring, Paint and Design",(413) 233-3100,,alliedflooringandpaint.com,,90,4.9,,,,,,,,,http://www.instagram.com/alliedflooringandpaint,https://www.facebook.com/alliedflooringandbudgetcabinetsales,,"350 Main St, Agawam, MA 01001",Agawam,HAMPDEN,MA,,"39JM+MG Agawam, Massachusetts",Google Maps
Window treatment store,,Landry Home Decorating,(978) 532-0907,,landryhomedecorating.com,,38,4.9,,,,,,,,,https://www.instagram.com/landryhomedecorating/,https://www.facebook.com/LandryHomeDecoratingMA,,"53 Lowell St, Peabody, MA 01960",Peabody,ESSEX,MA,,"G3GC+R2 Peabody, Massachusetts",Google Maps
Tile contractor,,Accent Tile Inc,(978) 750-8755,,,,4,5.0,,,,,,,,,,https://www.facebook.com/p/Accent-Tile-Inc-100067953180318/,,"Danvers, MA 01923",Danvers,ESSEX,MA,,"H2G6+WH Danvers, Massachusetts",Google Maps
Carpet store,American,Chelsea Floor Covering Co.,(617) 884-4842,,chelseafloor.com,,26,4.5,BRADLEY,A. ROSEN,,,,info@chelseafloor.com,,,,https://www.facebook.com/Chelsea-Floor-Covering-Co-109517726186775/,,"25 Everett Ave, Chelsea, MA 02150",Chelsea,SUFFOLK,MA,,"9XR6+HM Chelsea, Massachusetts",Google Maps
Carpet store,,Artistic Floors Inc,(413) 739-2566,,,,8,4.6,,,,,,,,,,https://www.facebook.com/p/Artistic-Floors-INC-100066786129937/,,"1526 State St, Springfield, MA 01109",Springfield,HAMPDEN,MA,,"4FF4+3M Springfield, Massachusetts",Google Maps
Flooring store,,Boston Wood Floor Supply,(781) 324-5368,,bostonfloor.com,,42,3.7,,,,,,stephen@bostonfloor.com,,,,,,"120 Canal St, Malden, MA 02148",Malden,MIDDLESEX,MA,,"CWCH+W7 Malden, Massachusetts",Google Maps
Flooring store,,FLOORS & WALLS PRO-SHOP,(774) 470-4692,,floorswalls.com,,,,,,,,,Sales@FloorsWalls.com,,,,https://www.facebook.com/FloorsndWalls/,,"63 Warehouse Rd, Hyannis, MA 02601",Hyannis,BARNSTABLE,MA,,"MP82+4G Hyannis, Barnstable, MA",Google Maps
Flooring store,,Cambridge Flooring & Remodeling,(617) 354-0740,,calendly.com,,15,4.9,,,,,,,,,https://www.instagram.com/cambridgeflooringr/,https://www.facebook.com/permalink.php/?story_fbid=360567139876609&id=100077699762923,,"1157 Cambridge St, Cambridge, MA 02139",Cambridge,MIDDLESEX,MA,,"9WF3+8C Cambridge, Massachusetts",Google Maps
Flooring store,,King Floor Supplies 3,(508) 589-3777,,kfsct.com,,17,4.9,,,,,,Logo-King_Floor_110x@2x.png,,,https://www.instagram.com/kingfloorma/,https://www.facebook.com/MaKingFloorIII/,,"120 Leland St, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HCX+98 Framingham, Massachusetts",Google Maps
Flooring store,,General Flooring,(781) 337-3200,,generalflooring.com,,46,4.6,,,,,,raiderxlh@yahoo.com,,,,,,"208 Main St # 1, Weymouth, MA 02188",Weymouth,NORFOLK,MA,,"622V+2X Weymouth, Massachusetts",Google Maps
Flooring contractor,,DIAS FLOORING,(978) 413-1062,,diashardwoodfloors.com,,,1.0,,,,,,Diashardwoodfloors@gmail.com,,,,,,"110 Lakeshore Dr, Winchendon, MA 01475",Winchendon,WORCESTER,MA,,"MXMF+M6 Winchendon, Massachusetts",Google Maps
Flooring store,,Boston Floor Covering,(617) 221-3266,,bostonfloorcovering.com,,17,4.8,,,,,,bostonfloor@yahoo.com,,,,https://www.facebook.com/bostonfloorcovering,,"629 Main St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9QFW+CP Watertown, Massachusetts",Google Maps
Tile store,,Wayne Tile Norwood,(781) 440-0604,,waynetile.com,,,,,,,,,info@waynetile.com,,,https://www.instagram.com/wayne_tile_company/,https://m.facebook.com/buddystileoutlet/about/?referrer=services_landing_page,,"151 Carnegie Row, Norwood, MA 02062",Norwood,NORFOLK,MA,,"5R94+XJ Norwood, Massachusetts",Google Maps
Flooring store,English,Floor & Decor,(781) 464-3550,,flooranddecor.com,,97,4.2,DAVID,CHRISTOPHERSON,,,,,,,https://www.instagram.com/flooranddecor,https://www.facebook.com/102358298877269,,"80 2nd Ave, Waltham, MA 02451",Waltham,MIDDLESEX,MA,,"9PVP+MJ Waltham, Massachusetts",Google Maps
Carpet store,,JP Flooring Services Inc.,(617) 440-7932,,jpflooringservicesma.com,,24,4.8,,,,,,jpflooringma@gmail.com,,,,https://www.facebook.com/profile.php?id=100078049386326,,"705 Broadway, Somerville, MA 02144",Somerville,MIDDLESEX,MA,,"CV2Q+24 Somerville, Massachusetts",Google Maps
Handyman/Handywoman/Handyperson,,Mr. Handyman of Central MetroWest,(508) 939-3020,,mrhandyman.com,,394,4.8,,,,,,,,,https://www.instagram.com/mrhandymancentralmetrowest,https://www.facebook.com/344511795583221,,"200 Butterfield Dr a2, Ashland, MA 01721",Ashland,MIDDLESEX,MA,,"6HXF+RH Ashland, Massachusetts",Google Maps
General contractor,,All Times Construction,(508) 231-7703,,alltimesconstruction.com,,20,4.8,,,,,,alltimesconstruction1@gmail.com,,,https://www.instagram.com/alltimesconstruction/,https://www.facebook.com/AllTimesConstruction,https://www.linkedin.com/in/eliel-tavares-all-times-construction-painting-service-62152334,"1244 Highland St, Holliston, MA 01746",Holliston,MIDDLESEX,MA,,"5HV6+2G Holliston, Massachusetts",Google Maps
General contractor,,LKS Construction,(508) 762-6114,,lksconstruction.com,,10,5.0,,,,,,contact@lksconstruction.com,,,https://www.instagram.com/lksconstruction/,https://www.facebook.com/lksconstruction,,"31 Granite St #3, Milford, MA 01757",Milford,WORCESTER,MA,,"4FWM+4R Milford, Massachusetts",Google Maps
Flooring store,,Ideal Floor Covering Inc,(508) 540-3320,,idealfloor.com,,64,4.6,,,,,,markw@idealfloor.com,,,,,,"882 Main St, Falmouth, MA 02540",Falmouth,BARNSTABLE,MA,,"H94X+6Q Falmouth, Massachusetts",Google Maps
Hardware store,,Hamshaw Lumber Co,(978) 544-8211,,acehardware.com,,309,4.5,,,,,,,,,https://www.instagram.com/hamshawlumberinc/,https://www.facebook.com/HamshawLumberMA,,"68 New Athol Rd #2a, Orange, MA 01364",Orange,FRANKLIN,MA,,"HPPG+2V Orange, Massachusetts",Google Maps
Carpet store,,Weston Carpet & Rugs,(781) 659-0011,,westoncarpet.com,,7,5.0,,,,,,,,,https://www.instagram.com/westoncarpet,https://www.facebook.com/420795711267075,,"412 Washington St, Norwell, MA 02061",Norwell,PLYMOUTH,MA,,,Google Maps
Flooring store,English,Floor & Decor,(781) 464-3550,,flooranddecor.com,,97,4.2,THOMAS,TAYLOR,,,,,,,https://www.instagram.com/flooranddecor,https://www.facebook.com/102358298877269,,"80 2nd Ave, Waltham, MA 02451",Waltham,MIDDLESEX,MA,,"9PVP+MJ Waltham, Massachusetts",Google Maps
Flooring store,,J & S Floor Covering,(617) 484-0500,,jscarpetco.com,,13,3.9,,,,,,,,,,,,"765 Belmont St, Belmont, MA 02478",Belmont,MIDDLESEX,MA,,"9RJ7+6X Belmont, Massachusetts",Google Maps
Flooring store,American,A.J. Rose Carpets & Flooring,(339) 444-0777,,ajrosecarpets.com,,210,4.7,JOHN,A. BOYAJIAN,,,,,,,https://www.instagram.com/ajrosecarpetsflooring/,,,"30 Broadway 1 S, Lynnfield, MA 01940",Lynnfield,ESSEX,MA,,"GX3M+GW Lynnfield, Massachusetts",Google Maps
Flooring store,,Thewoodfloorsource,(508) 897-0125,,thewoodfloorsource.com,,,,,,,,,,,,,,,"55 Knapp Center, Brockton, MA 02301",Brockton,PLYMOUTH,MA,,"3W3W+VJ Brockton, Massachusetts",Google Maps
Tile contractor,,RW Tile Inc,(508) 939-4094,,,,3,5.0,,,,,,,,,https://www.instagram.com/rwtileinc/,https://www.facebook.com/rwtileinc/,,"15 E Line Rd, Edgartown, MA 02539",Edgartown,DUKES,MA,,"99RW+HP Edgartown, Massachusetts",Google Maps
Flooring contractor,,Elite Hardwood Floors,(617) 990-6902,,elitehardwoodfloor.com,,7,5.0,,,,,,,,,,https://m.facebook.com/p/Elite-Hardwood-Floors-100054567483787/,,"2 Fisher Terrace, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"FRXV+5M Woburn, Massachusetts",Google Maps
Flooring store,,Bourdeau & Son Flooring,(413) 222-1151,,,,,,,,,,,,,,,https://www.facebook.com/BourdeauAndSonFlooring/,,"16 Essex St, Ludlow, MA 01056",Ludlow,HAMPDEN,MA,,"5G4H+P4 Ludlow, Massachusetts",Google Maps
Flooring store,,Raleigh Rug,(413) 788-9626,,raleighrugcompany.com,,4,4.8,,,,,,,,,,,,"310 Allen St, Springfield, MA 01108",Springfield,HAMPDEN,MA,,"3CVX+82 Springfield, Massachusetts",Google Maps
Flooring store,,Mass Floor Supply,(781) 933-6601,,morethanfloors.wixsite.com,,25,4.6,,,,,,,,,,,,"10 Linscott Rd, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV45+7P Woburn, Massachusetts",Google Maps
Flooring store,American,A.J. Rose Carpets & Flooring,(339) 444-0777,,ajrosecarpets.com,,210,4.7,ANDREW,J. BOYAJIAN,,,,sam@ajrosecarpets.com,,,https://www.instagram.com/ajrosecarpetsflooring/,,,"30 Broadway 1 S, Lynnfield, MA 01940",Lynnfield,ESSEX,MA,,"GX3M+GW Lynnfield, Massachusetts",Google Maps
Flooring store,Russian,A.J. Rose Carpets & Flooring,(339) 444-0777,,ajrosecarpets.com,,210,4.7,ANDREW,JAMES BOYAJIAN,,,,sam@ajrosecarpets.com,,,https://www.instagram.com/ajrosecarpetsflooring/,,,"30 Broadway 1 S, Lynnfield, MA 01940",Lynnfield,ESSEX,MA,,"GX3M+GW Lynnfield, Massachusetts",Google Maps
Flooring store,Russian,A.J. Rose Carpets & Flooring,(339) 444-0777,,ajrosecarpets.com,,210,4.7,ROSE,ANN BOYAJIAN,,,,sam@ajrosecarpets.com,,,https://www.instagram.com/ajrosecarpetsflooring/,,,"30 Broadway 1 S, Lynnfield, MA 01940",Lynnfield,ESSEX,MA,,"GX3M+GW Lynnfield, Massachusetts",Google Maps
Interior construction contractor,,"Floor Expert, Inc",(508) 826-8806,,floorexpertinc.com,,15,5.0,,,,,,astigma@astigmatic.com,,,https://www.instagram.com/floorexpertinc/,https://www.facebook.com/FloorExpertInc,,"33 Knowles Rd, Worcester, MA 01602",Worcester,WORCESTER,MA,,"7556+QW Worcester, Massachusetts",Google Maps
Flooring contractor,,New England Commercial Flooring,(508) 922-1611,,necommercialflooring.com,,2,4.5,,,,,,,,,,,,"75 North St, Douglas, MA 01516",Douglas,WORCESTER,MA,,"37JQ+XR Douglas, Massachusetts",Google Maps
Flooring store,Danish,Floor & Decor,(781) 464-3550,,flooranddecor.com,,97,4.2,TREVOR,LANG,,,,,,,https://www.instagram.com/flooranddecor,https://www.facebook.com/102358298877269,,"80 2nd Ave, Waltham, MA 02451",Waltham,MIDDLESEX,MA,,"9PVP+MJ Waltham, Massachusetts",Google Maps
Flooring store,,Creighton Floor Covering,(978) 365-5426,,creightonflooring.com,,5,5.0,,,,,,creightonfloor@comcast.net,,,,https://www.facebook.com/creightonfloorcovering/,,"417 Bolton Rd #2, Lancaster, MA 01523",Lancaster,WORCESTER,MA,,"C8VH+JM Lancaster, Massachusetts",Google Maps
Flooring store,English,Carlisle Wide Plank Floors,(800) 595-9663,,wideplankflooring.com,,6,3.8,DON,D CARLISLE,,,,,,,,,,"1 Design Center Pl #541, Boston, MA 02210",Boston,SUFFOLK,MA,,"8XV8+MV Boston, Massachusetts",Google Maps
Flooring store,English,Carlisle Wide Plank Floors,(800) 595-9663,,wideplankflooring.com,,6,3.8,W,ANTHONY BROOKE,,,,,,,,,,"1 Design Center Pl #541, Boston, MA 02210",Boston,SUFFOLK,MA,,"8XV8+MV Boston, Massachusetts",Google Maps
Flooring store,,Carpets of Cape Cod,(508) 775-4266,,carpetsofcapecod.com,,28,4.1,,,,,,info@carpetsofcapecod.com,,,,,,"239 Barnstable Rd, Hyannis, MA 02601",Hyannis,BARNSTABLE,MA,,"MP67+2W Hyannis, Barnstable, MA",Google Maps
Wood floor refinishing service,,Pro Clean Wood Floors,(978) 490-0494,,getmycarpetclean.com,,2,5.0,,,,,,,,,,,,"237 Chandler St, Worcester, MA 01609",Worcester,WORCESTER,MA,,"756J+M2 Worcester, Massachusetts",Google Maps
Carpet store,,Iozzo Carpets,(508) 764-2738,,,,11,5.0,,,,,,,,,,https://www.facebook.com/iozzocarpets/,,"16 Park St, Southbridge, MA 01550",Southbridge,WORCESTER,MA,,"3XC8+X5 Southbridge, Massachusetts",Google Maps
Flooring store,Irish,Floor & Decor,(781) 464-3550,,flooranddecor.com,,97,4.2,BRYAN,LANGLEY,,,,,,,https://www.instagram.com/flooranddecor,https://www.facebook.com/102358298877269,,"80 2nd Ave, Waltham, MA 02451",Waltham,MIDDLESEX,MA,,"9PVP+MJ Waltham, Massachusetts",Google Maps
Flooring store,,Tiles By Perfection,(978) 874-9642,,tilesbyperfection.net,,42,4.5,,,,,,tilesbyperfection@comcast.net,,,,https://www.facebook.com/Tiles-by-Perfection-600505180022493/,https://www.linkedin.com/in/james-martin-a9848530,"190 Willard St, Quincy, MA 02169",Quincy,NORFOLK,MA,,"6XX8+M5 Quincy, Massachusetts",Google Maps
Hardware store,,Shirleys True Value Hardware,(508) 693-3070,,stores.truevalue.com,,58,4.5,,,,,,,,,,,,"374 State Rd, Vineyard Haven, MA 02568",Vineyard Haven,DUKES,MA,,"C9WP+R3 Vineyard Haven, Tisbury, MA",Google Maps
Flooring store,Portuguese,Modern Floors,(617) 776-7727,,modernfloorsinc.com,,3,3.7,MANUEL,SILVA,,,,,,,,,,"22 Marshall St, Somerville, MA 02145",Somerville,MIDDLESEX,MA,,"9WR4+MP Somerville, Massachusetts",Google Maps
Flooring contractor,,CP Flooring,(508) 577-1670,,cpflooringservice.com,,,,,,,,,cpmultiservices16@gmail.com,,,,https://www.facebook.com/CPFlooringServices/,,"122 French Ave, Brockton, MA 02301",Brockton,PLYMOUTH,MA,,"3X7H+HV Brockton, Massachusetts",Google Maps
Flooring store,Greek,Carlisle Wide Plank Floors,(800) 595-9663,,wideplankflooring.com,,6,3.8,CHRISTIAN,SY,,,,,,,,,,"1 Design Center Pl #541, Boston, MA 02210",Boston,SUFFOLK,MA,,"8XV8+MV Boston, Massachusetts",Google Maps
Flooring contractor,,Renu By Bruce Inc. High quality wood floor installations and sanding / refinishing,(617) 990-4108,,renubybruce.com,,9,4.1,,,,,,,,,,https://www.facebook.com/woodfloorinfo/,,"90 Leoleis Dr, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"8CMR+QC Marlborough, Massachusetts",Google Maps
Flooring store,,Mac Davis Flooring,(774) 521-3601,,macdavisflooring.com,,29,4.9,,,,,,info@macdavisflooring.com,,,,,,"832 Main St, Osterville, MA 02655",Osterville,BARNSTABLE,MA,,"JJH7+9P Osterville, Barnstable, MA",Google Maps
Flooring store,German,Carlisle Wide Plank Floors,(800) 595-9663,,wideplankflooring.com,,6,3.8,JOHN,NIES,,,,,,,,,,"1 Design Center Pl #541, Boston, MA 02210",Boston,SUFFOLK,MA,,"8XV8+MV Boston, Massachusetts",Google Maps
Flooring store,,B&D House of Carpets & Flooring,(781) 277-2285,,banddcarpets.com,,47,4.9,,,,,,debbie@banddcarpets.com,,,,https://www.facebook.com/BandDcarpets/,,"217 Middlesex Turnpike, Burlington, MA 01803",Burlington,MIDDLESEX,MA,,"FQWF+QC Burlington, Massachusetts",Google Maps
